HNum,Rh,Rm,RAs,Dd,Dm,Ds,Vmag,plx,plxe,BV,BVe,CNum,HD,BD
21868,4,42,5.8,23,3,36.7,8.94,9.99,1.42,0.505,0.107,,284658,B+22 736
21872,4,42,8.9,-35,28,34,8.41,6.81,0.9,0.656,0.014,,29991,
21878,4,42,13.4,37,30,53.6,7.6,14.6,2.31,0.602,0.026,04422+3731,29695,B+37 957
21879,4,42,13.5,-49,22,50.3,9.79,18.98,0.97,0.93,0.04,,30119,
21889,4,42,19.9,-61,37,16.6,8.86,17.14,0.77,0.812,0.002,,30295,
21891,4,42,20.4,-29,42,43.4,9.09,11.63,1.09,0.56,0.015,04423-2943,29984,
21897,4,42,24.5,-71,29,45.2,8.25,8.72,0.69,0.509,0.012,,30568,
21901,4,42,36,-69,4,41.9,9.61,5.72,0.88,0.577,0.028,,30491,
21916,4,42,47.8,-67,24,24.5,9.22,5.92,0.83,0.477,0.023,,30449,
21918,4,42,48.7,12,12,37.1,7.4,18.42,1.12,0.76,0.013,,29862,B+11 643
21926,4,42,52.2,18,8,42.6,10.27,19.22,2.64,0.818,0.071,,285973,B+17 773
21932,4,42,55.3,18,57,39.2,9.95,106.16,2.51,1.523,0.025,,285968,B+18 683
21934,4,42,56.5,-44,11,43,9.98,29.06,1.05,1.197,0.004,,,
21935,4,42,56.7,0,35,24.4,8.15,11.87,1.11,0.642,0.015,,29936,B- 0 758
21939,4,42,58.6,-33,25,57.7,8.44,6.49,0.88,0.54,0.015,,30070,
21952,4,43,6,-50,13,11.1,8.95,9.72,0.78,0.584,0.018,,30219,
21953,4,43,6.3,20,37,47.8,8.66,11.51,1.32,0.533,0.022,,29860,B+20 808
21954,4,43,6.5,9,37,13.5,8.63,8.17,1.2,0.414,0.023,,287022,B+ 9 632
21960,4,43,13.6,-54,35,34.6,7.61,36.74,0.6,0.746,0.002,,30278,
21961,4,43,13.7,24,5,20.3,6.18,20.03,0.71,0.544,0.003,,29859,B+23 733
21970,4,43,20.5,75,48,25.1,9.97,5.75,1.28,0.488,0.04,,29128,B+75 187
21974,4,43,23.6,71,11,38.4,9.23,6.53,1.2,0.313,0.022,,29340,B+70 313
21983,4,43,31.6,11,9,59.9,10.29,21.48,1.84,1.16,0.015,,286997,B+10 618
21991,4,43,36.3,-15,48,16.6,9.95,20.42,1.55,0.95,0.015,,,B-16 931
22002,4,43,47.7,-12,17,40,9.31,14.63,1.29,0.767,0.032,,30059,B-12 973
22006,4,43,49.5,-48,19,39.5,6.9,23.18,0.56,0.498,0.004,,30292,
22012,4,43,53.5,12,41,8.8,9.76,8.81,2.34,0.706,0.063,,286988,B+12 637
22021,4,44,3.7,12,59,28.4,7.61,15.18,2.09,0.442,0.018,,29977,B+12 638
22022,4,44,4.7,-76,18,20.7,7.74,9.89,0.6,0.513,0,,31081,
22032,4,44,11,46,57,56.4,8.77,20.46,1.64,0.7,0.015,,29818,B+46 903
22033,4,44,12.7,62,4,32,10.13,6.79,1.54,0.616,0.054,,,B+61 726
22063,4,44,44.7,14,37,36.6,8.08,11.12,0.98,0.47,0.015,,30047,B+14 745
22064,4,44,46.3,-20,0,50.9,8.62,15.11,1.18,0.718,0.017,,30213,B-20 924
22067,4,44,48.2,5,17,22.3,8.09,23.43,2.55,0.864,0.02,04448+0517,30101,B+ 5 718
22073,4,44,53,-46,23,47.8,9.31,11.6,0.9,0.653,0.027,,30386,
22087,4,45,7.6,-33,1,52.8,8.09,12.2,0.89,0.483,0.015,,30316,
22101,4,45,26.2,-80,38,28.9,8.18,8.58,1.81,0.475,0.015,04453-8039,31755,
22116,4,45,35.1,-53,25,51.3,9.79,10.04,1.04,0.533,0.031,,30526,
22118,4,45,36.2,21,27,37.6,9.93,7.82,1.41,0.644,0.049,,284680,B+21 693
22124,4,45,40.8,47,41,55.7,8.92,8.51,1.48,0.373,0.033,,29956,B+47 1035
22134,4,45,47.6,-13,10,14.2,10.3,16.33,1.56,0.962,0.083,,,B-13 968
22142,4,45,53.9,-48,2,7.5,9.22,21.23,0.95,0.825,0.025,,30517,
22160,4,46,4.7,78,20,37.9,8.55,12.22,0.76,0.502,0.015,,29201,B+78 162
22165,4,46,6.9,-77,1,15.7,8.8,6.09,0.8,0.493,0.017,,31378,
22177,4,46,18.7,3,38,10.7,10.92,22.45,2.32,1.277,0.005,,,
22178,4,46,19.6,-39,54,47.4,9.47,8.22,0.98,0.595,0.025,,30476,
22191,4,46,24.8,64,36,29.2,9.69,8.38,1.4,0.44,0.032,,,B+64 476
22198,4,46,27.7,-41,5,32,9.19,4.62,1.02,0.52,0.019,,30516,
22199,4,46,28,-54,52,13.5,8.59,11.48,0.7,0.499,0.013,,30641,
22202,4,46,28.3,-44,15,23.9,9.34,7.57,0.92,0.485,0.015,,30541,
22217,4,46,39.6,32,37,54.6,10.15,11.31,2.12,0.814,0.01,,282407,
22218,4,46,43.5,-42,37,1.7,8.74,8.1,0.85,0.484,0.015,,30550,
22219,4,46,44.3,-73,55,6.7,9.3,7.19,0.78,0.667,0.024,,31251,
22229,4,46,52.2,-60,36,13.8,7.72,15.34,0.61,0.581,0.001,,30791,
22241,4,47,7.4,31,35,18.4,9.35,7.42,1.34,0.716,0.045,,282466,B+31 815
22252,4,47,23.4,-22,33,37.7,8.94,9.62,1.16,0.803,0.015,,30496,B-22 916
22254,4,47,28.4,-31,54,16.4,9.94,6.68,1.56,0.678,0.04,,30575,
22257,4,47,30,-49,51,34.4,9.66,13.84,0.96,0.679,0.031,,30721,
22264,4,47,37,11,47,12,8.94,6.95,1.48,0.502,0.036,,287058,B+11 651
22265,4,47,37.5,18,15,31.7,8.54,19.81,1.43,0.72,0.002,,30355,B+17 786
22274,4,47,45.9,-46,2,37.4,8.93,9.81,0.81,0.513,0.017,,30705,
22276,4,47,46.4,-38,3,55,9.2,6.15,0.88,0.605,0.022,,30639,
22278,4,47,48.7,-58,21,41.4,8.52,14.25,0.8,0.66,0.016,,30864,
22281,4,47,50.5,-40,26,45.2,9.28,26.35,0.95,0.974,0.001,,30670,
22288,4,48,1,-10,56,0.2,9.53,38.3,1.16,1.135,0.015,,30523,B-11 965
22291,4,48,2,22,10,11.7,9.61,8.38,1.92,0.614,0.039,,284766,B+21 703
22298,4,48,6.4,25,48,25.9,8.96,13.51,1.31,0.557,0.027,,30380,B+25 734
22303,4,48,12.4,59,14,27.6,7.47,10.38,0.85,0.332,0.007,04482+5914,30110,B+58 775
22325,4,48,32.5,-16,19,46.5,5.76,24.06,0.75,0.537,0.008,,30606,B-16 956
22332,4,48,34.8,-47,29,23.1,9.48,6,0.96,0.608,0.024,,30832,
22333,4,48,35.5,-20,25,45.9,8.6,10,1.24,0.471,0.014,04486-2026,30627,B-20 939
22336,4,48,36.2,-5,40,24.4,5.77,37.73,0.89,0.631,0.003,,30562,B- 5 1044
22347,4,48,41.2,16,38,4.1,7.57,11.55,0.99,0.433,0.015,,30483,B+16 654
22349,4,48,42,18,42,37.3,6.95,32.51,0.99,0.618,0.002,,30455,B+18 734
22360,4,48,50,-23,16,43.5,7.84,17.34,0.99,0.526,0.015,,30692,
22362,4,48,51,5,32,41,10.57,13.31,2.07,0.96,0.015,,,B+ 5 735
22373,4,48,58,-28,43,26.8,8.95,22.5,1.22,0.774,0.019,,30733,
22382,4,49,5.5,27,0,41.9,8.06,10.71,1.36,0.599,0.015,,30467,B+26 752
22387,4,49,9.4,-35,5,1.3,7.74,19.42,0.75,0.528,0.009,,30787,
22408,4,49,19.2,0,52,10.4,8.63,7.06,1.37,0.641,0.019,,30625,B- 1 731
22410,4,49,20.2,30,18,23.6,9.76,7.42,1.47,0.846,0.051,,282477,B+30 722
22424,4,49,32.8,-14,47,20,10.88,38.91,2.13,1.421,0.008,,,B-15 869
22425,4,49,32.9,-33,5,37.6,8.37,8.91,1.49,0.508,0.012,04495-3306,30829,
22426,4,49,32.9,7,38,14.8,10.01,6.64,1.77,0.59,0.063,,,B+ 7 727
22427,4,49,33.1,-48,27,46.7,9.67,13.19,0.97,0.732,0.033,,30953,
22429,4,49,33.2,53,21,57.1,8.21,13.61,1.11,0.611,0.015,,30339,B+53 818
22430,4,49,36.4,-42,36,29.6,8.49,10.67,0.78,0.538,0.013,,30908,
22431,4,49,36.9,-53,52,55.5,7.64,34.1,1.06,0.846,0.002,04496-5353,31027,
22432,4,49,38,-15,48,31.7,8.27,9.64,0.96,0.51,0.018,,30744,B-16 960
22436,4,49,41.8,-22,15,35.8,10.37,6.93,1.95,0.504,0.005,,,B-22 926
22451,4,49,52.3,-35,6,26.5,7.49,55.59,0.71,0.901,0.011,,30876,
22460,4,50,0,28,56,31.4,9.13,6.01,1.57,0.457,0.038,,30571,B+28 700
22473,4,50,8.8,-52,24,49.1,9.1,12.26,0.85,0.644,0.021,,31094,
22484,4,50,13.5,-31,12,29.5,9.33,8.87,1.82,0.771,0.025,04502-3113,30906,
22497,4,50,23.8,-51,3,23.2,8.19,9.48,0.68,0.563,0.013,,31105,
22504,4,50,32.9,-85,22,30.3,8.14,23.2,0.66,0.614,0.012,,34449,
22515,4,50,42.1,-29,46,38.9,8.57,11.22,1,0.6,0.013,,30952,
22518,4,50,43.9,-82,1,57,9.9,8.56,1.22,0.73,0.02,04507-8202,32860,
22525,4,50,49,-72,25,27.2,9.3,4.81,0.85,0.576,0.029,,31661,
22548,4,51,11.8,9,54,58.8,9.8,9.41,2.27,0.643,0.064,,287171,B+ 9 666
22557,4,51,14.8,24,17,27,8.85,7.64,1.47,0.475,0.03,,30737,B+24 695
22559,4,51,16.7,32,53,24.8,9.25,20.54,1.47,0.86,0.015,,282501,B+32 843
22569,4,51,27,55,50,14,7.91,18.15,1.17,0.673,0.012,,30518,B+55 936
22571,4,51,27.7,29,49,54.2,9.81,5.16,1.46,0.558,0.064,,282539,B+29 748
22572,4,51,28,-49,23,44.1,8.22,13.65,0.74,0.579,0.015,,31229,
22576,4,51,29.4,35,48,55.5,6.78,30.51,0.94,0.717,0.01,,30708,B+35 914
22587,4,51,39,-59,0,36.4,8.79,10.51,0.77,0.71,0.018,,31372,
22589,4,51,40.5,-31,34,2.1,8.08,18.11,0.86,0.586,0.015,,31103,
22598,4,51,43.5,-47,6,27,9.4,9.17,0.9,0.539,0.023,,31228,
22600,4,51,45.1,26,51,44.4,10.44,6.8,1.91,0.614,0.076,,283921,B+26 755
22602,4,51,45.7,-35,50,24.6,8.15,31.45,0.86,0.766,0.013,,31143,
22603,4,51,47.7,32,17,54.5,9.38,6.27,1.35,0.594,0.044,,282508,B+32 846
22604,4,51,47.9,-34,13,17.3,8.83,16.18,0.91,0.655,0.019,,31130,
22608,4,51,50.3,-18,51,4.3,10.62,8.8,1.88,0.472,0.074,,,B-19 1029
22611,4,51,54.1,-34,14,19.3,6.68,16.02,0.62,0.533,0.006,,31142,
22613,4,51,55.7,-73,43,6,9.71,7.18,0.91,0.582,0.031,,31876,
22615,4,51,56.9,66,29,46.4,8.09,23.94,0.95,0.77,0.013,,30376,B+66 357
22617,4,51,59,-5,18,16.1,9.19,6.25,1.81,0.615,0.053,,,B- 5 1063
22622,4,52,3.1,-72,59,44.3,7.92,9.1,0.62,0.635,0.01,,31841,
22623,4,52,3.5,19,13,48.5,10.24,6.96,1.89,0.504,0.093,,284931,B+18 744
22624,4,52,4.1,56,25,24.3,8.07,12.28,1.06,0.51,0.015,,30582,B+56 980
22627,4,52,5.6,6,28,38.3,11.94,82.52,3.99,1.59,0.015,,,
22638,4,52,13.4,44,58,26.4,9.26,33.82,2.51,1.12,0.015,,,B+44 1040
22643,4,52,19.6,-29,25,56,8.58,11.21,0.99,0.674,0.015,,31171,
22651,4,52,21.8,-78,16,17.2,9.43,13.49,1.02,0.686,0.002,,,
22668,4,52,34.8,-25,59,40.3,9.18,9.69,1.3,0.667,0.018,,31184,
22686,4,52,43.4,-71,34,22.6,9.21,7.66,0.91,0.48,0.015,,31853,
22688,4,52,44.9,14,37,23.6,7.51,19.75,0.94,0.639,0.015,,30974,B+14 778
22689,4,52,45.9,0,41,14.2,10.2,9.03,2.45,0.54,0.015,,,B+ 0 884
22695,4,52,46.6,51,32,34.5,7.87,13.2,1.15,0.574,0.015,,30723,B+51 987
22703,4,52,55.7,75,42,37.9,7.1,22.08,0.98,0.74,0.007,04529+7543,30097,B+75 193
22712,4,53,1,11,16,3,9.83,11.72,2.93,0.625,0.08,,287211,B+11 669
22717,4,53,5.7,-72,24,30,6.28,30.74,0.51,0.521,0.007,,31975,
22718,4,53,7,34,42,20.7,8.27,11,1.08,0.599,0.015,,30925,B+34 917
22729,4,53,22,24,10,38.7,7.64,10.78,1.14,0.664,0.015,,31018,B+23 756
22751,4,53,38.6,23,1,13.2,9.29,11.62,1.95,0.503,0.011,,284858,B+22 769
22755,4,53,41,50,36,30.2,9.13,8.89,1.63,0.574,0.035,,233030,B+50 1079
22760,4,53,49,38,46,19.3,9.02,11.91,1.44,0.546,0.036,,280183,B+38 963
22762,4,53,49.7,-17,46,18.7,10.9,80.89,1.97,1.547,0.013,,,
22771,4,53,54.6,-33,38,0.5,11.02,17.84,1.81,1.006,0.009,,,
22782,4,54,3,17,1,36.6,7.22,14.82,0.88,0.536,0.017,,31153,B+16 664
22787,4,54,4.1,-35,24,17.6,7.6,38.52,0.76,0.792,0.003,,31392,
22788,4,54,5.8,73,2,55.1,8.2,12.87,0.8,0.524,0.01,,30388,B+72 242
22801,4,54,16.9,23,58,58.4,9.99,10.43,2.32,0.491,0.061,,283970,B+23 762
22802,4,54,17.9,26,48,27.9,10.14,11.27,1.92,0.817,0.07,,283923,B+26 761
22805,4,54,20.6,17,36,33.1,9.59,5.52,1.29,0.515,0.015,,31181,B+17 807
22816,4,54,33.1,-51,5,56.7,8.96,12.63,0.82,0.515,0.017,,31613,
22817,4,54,33.3,45,40,51.9,7.95,14.87,1.19,0.533,0.015,,31016,B+45 999
22826,4,54,43.6,12,21,8.3,7.13,18.58,1.12,0.583,0.009,,31253,B+12 673
22828,4,54,44.7,4,46,25,7.9,12.01,1.09,0.541,0.015,,31307,B+ 4 778
22839,4,54,50.4,-52,54,54.8,8.56,6.68,0.78,0.462,0.018,,31671,
22851,4,54,58.7,11,56,32.1,9.62,10.89,2.1,0.552,0.061,,287201,B+11 676
22864,4,55,7.3,26,13,3.9,9.9,9.56,2.18,0.679,0.077,,283933,B+25 752
22867,4,55,9,-1,5,33.9,9.66,8.7,1.49,0.542,0.052,,,B- 1 753
22886,4,55,22,15,11,49.4,9.26,7.68,1.31,0.635,0.033,,31330,B+14 785
22889,4,55,22.6,5,38,10.7,8.36,14.24,1.24,0.599,0.015,,31354,B+ 5 765
22893,4,55,26.2,10,12,30,9.16,9.66,1.43,0.543,0.001,,287234,B+ 9 686
22905,4,55,38.4,-23,14,31.9,7.49,26.31,0.82,0.606,0.015,,31527,
22915,4,55,52.4,43,9,20.5,8.27,11.89,1.24,0.453,0.019,,31207,B+42 1097
22916,4,55,53.9,7,24,15.1,8.99,7.47,1.29,0.376,0.026,,31401,B+ 7 756
22918,4,55,55,22,16,19.1,9.57,7.32,1.59,0.457,0.046,,284991,B+22 775
22920,4,55,55.8,27,50,8.1,8.7,6.48,1.22,0.469,0.03,,31328,B+27 708
22933,4,56,5.4,-64,34,51.7,9.05,16.61,0.76,0.769,0.021,,32108,
22940,4,56,10.6,2,56,5.6,8.43,25.5,1.27,0.837,0.005,,31452,B+ 2 816
22942,4,56,10.9,13,58,32.1,8.81,13.56,1.43,0.78,0.031,,31399,B+13 738
22953,4,56,18.1,-51,2,49.9,8.26,19.05,0.69,0.77,0.002,,31827,
22961,4,56,26,64,24,10.2,8.77,27.07,0.99,0.985,0.018,,30957,B+64 487
22965,4,56,30.6,46,27,3.8,8.63,7.8,1.28,0.467,0.024,,31266,B+46 939
22967,4,56,31.5,15,48,50.2,9.26,6.27,1.47,0.584,0.034,,286174,B+15 703
22970,4,56,33.5,21,33,37,9.3,6.14,1.53,0.509,0.034,,285036,B+21 733
22972,4,56,35.7,23,17,45.4,7.51,14.72,1.28,0.516,0.015,,31409,B+23 772
22977,4,56,40.8,-42,45,44.5,8.73,6.19,0.85,0.518,0.015,,31802,
22988,4,56,46.2,-33,23,52.7,9.25,7.61,1.17,0.577,0.024,,31719,
23010,4,56,58.5,83,17,58,8.09,11.46,0.69,0.47,0.012,,29548,B+83 121
23016,4,56,59.9,73,50,23.8,9.45,10.97,1.04,0.69,0.02,,,B+73 257
23022,4,57,3.1,28,15,37.5,8.99,8.55,1.3,0.565,0.03,,31435,B+28 721
23036,4,57,15.2,-31,53,6.4,9.76,10.51,1.37,0.637,0.036,,31772,
23042,4,57,20.2,-37,53,56.7,8.94,16.87,0.89,0.649,0.003,,31838,
23054,4,57,40.4,39,28,52.2,8.61,16.86,1.37,0.558,0.026,,31434,B+39 1116
23056,4,57,40.7,27,22,33.8,8.94,14.29,1.48,0.624,0.011,,31520,B+27 712
23057,4,57,43.4,7,18,39.7,9.25,8.95,1.72,0.528,0.035,,,B+ 7 763
23077,4,57,55.7,9,31,3.5,9.41,7.45,1.49,0.521,0.037,,287334,B+ 9 694
23085,4,58,6.5,13,2,6,10.43,9.08,2.45,0.87,0.1,,287276,B+12 684
23093,4,58,11.4,63,1,50.6,8.14,12.76,0.99,0.598,0.01,,31219,B+62 718
23118,4,58,30.5,-78,11,10.3,8.32,7.5,0.66,0.46,0.003,,33245,
23127,4,58,34.3,-27,3,52.8,9.72,18.49,1.57,0.91,0.015,,,
23128,4,58,35.7,-9,20,2.6,7.94,23.13,0.92,0.581,0.013,,31822,B- 9 1042
23139,4,58,44.9,17,59,14.1,9.02,10.39,1.31,0.573,0.037,,31697,B+17 820
23140,4,58,45.5,50,56,40.7,10.97,51.51,2.45,1.432,0.014,,,
23141,4,58,45.6,28,47,25.6,9.37,18.65,1.57,0.895,0.045,,283973,B+28 724
23157,4,58,54.9,-61,6,22.9,8.75,16.17,0.77,0.717,0.017,04589-6106,32384,
23158,4,58,56,-43,41,38.9,8.35,13.75,0.82,0.521,0.015,,32154,
23188,4,59,23.3,-39,52,27.2,9.86,3.73,1.05,0.56,0.034,,32168,
23193,4,59,29.1,-33,35,12.5,9.87,5.72,1.23,0.612,0.035,,32136,
23198,4,59,31.9,48,46,47.5,10.88,31.17,2.63,1.293,0.024,,,
23205,4,59,36.6,31,35,6.8,8.09,10.73,1.66,0.8,0.495,04596+3135,31734,B+31 839
23212,4,59,41.8,35,33,31.5,9.14,7.27,1.39,0.441,0.036,,280320,B+35 941
23218,4,59,47.1,-32,4,41.4,9.86,5.31,1.45,0.512,0.033,,32166,
23242,5,0,2.6,-32,23,50.8,9.7,8.72,1.26,0.608,0.027,,32194,
23243,5,0,2.7,-27,49,57.4,9.24,14.28,1.15,0.683,0.021,,32180,
23248,5,0,11.4,-31,42,6.4,9,25.63,1.17,0.796,0.003,,32223,
23259,5,0,17.4,25,8,11.1,8.04,26.02,1.15,0.68,0.015,,31867,B+24 722
23266,5,0,20.9,1,0,23.7,9.11,10.79,1.8,0.553,0.006,,32023,B+ 0 916
23269,5,0,24.1,33,44,3.4,9.26,7,1.51,0.47,0.039,,282666,B+33 938
23277,5,0,29.6,5,5,56.6,8.02,16.18,2,0.57,0.015,05005+0506,32022,B+ 4 808
23286,5,0,33.7,14,23,1.3,6.75,28.49,1.34,0.673,0.008,,31966,B+14 804
23290,5,0,35.1,-46,39,23.3,8.76,7.26,0.87,0.636,0.019,,32383,
23291,5,0,36.8,29,28,22.4,9.8,8.2,1.76,0.514,0.06,,282765,B+29 782
23302,5,0,42,30,53,49.8,10.84,24.66,2.38,1.243,0.013,,,
23306,5,0,43.8,-17,35,6.3,8.6,10.01,1.11,0.539,0.015,,32205,B-17 1009
23307,5,0,45,48,48,52.7,8.66,11.77,1.21,0.524,0.027,,31733,B+48 1193
23312,5,0,48.8,4,43,59.1,9.71,16.77,1.79,0.957,0.047,,,B+ 4 810
23314,5,0,49.5,-35,0,1.6,8.11,15.93,0.75,0.524,0.015,,32326,
23317,5,0,51.9,61,7,31,10.03,22.01,2.26,1.036,0.02,05009+6107,,
23332,5,1,7.7,56,16,11.2,8.65,8.88,1.01,0.566,0.022,,31690,B+56 993
23347,5,1,18.2,-23,42,28.9,7.48,14.78,0.83,0.458,0.015,05013-2342,32310,
23383,5,1,37,-62,5,26.3,9.34,15.86,0.85,0.712,0.002,,32793,
23384,5,1,37.4,24,38,14,8.06,25.65,1.43,0.69,0.015,,32070,B+24 726
23390,5,1,40.5,-49,2,48.5,9.26,4.75,0.84,0.743,0.024,,32589,
23409,5,1,51.3,31,37,57.6,9.23,11.39,1.66,0.61,0.015,,282707,B+31 846
23413,5,1,56.3,-76,37,41.3,7.53,17.48,0.74,0.482,0.001,05019-7638,33563,
23414,5,1,57,1,2,58.3,8.31,16.71,1.2,0.571,0.015,,32274,B+ 0 924
23423,5,2,2.4,16,11,26.7,8.73,11.25,1.27,0.509,0.021,,32200,B+15 723
23438,5,2,17.6,29,59,42.1,9.37,4.57,1.32,0.381,0.045,,32158,B+29 791
23443,5,2,20.3,13,54,37.7,7.51,26,1.17,0.615,0.013,,32259,B+13 779
23452,5,2,28.5,-21,15,22,8.31,117.38,1.81,1.43,0.011,05025-2115,32450,B-21 1051
23468,5,2,43.3,-26,38,5.7,8.84,8.16,1.07,0.571,0.013,,32530,
23480,5,2,48.2,-50,47,35.2,8.14,11.56,1.09,0.579,0.011,05028-5048,32761,
23486,5,2,55.4,5,11,19.7,10.72,13.24,2.12,0.9,0.015,,,
23498,5,3,7.6,13,43,50.6,9,18.44,1.66,0.765,0.002,,32347,B+13 783
23512,5,3,20.2,-17,22,20.8,11.71,107.86,2.95,1.661,0.02,,,
23523,5,3,25.6,25,46,10.4,8.43,8.76,1.39,0.68,0.024,,32333,B+25 773
23534,5,3,37.5,-28,58,9.8,9.46,7.59,2.17,0.8,0.495,05036-2858,32668,
23541,5,3,43.3,-15,42,25.4,8.13,8.68,1.16,0.51,0.015,,32602,B-15 931
23548,5,3,51.3,2,43,31.8,9.31,8.71,1.61,0.513,0.036,,287474,B+ 2 851
23552,5,3,52.7,-28,29,45.1,9.61,7.56,1.15,0.624,0.027,,32690,
23555,5,3,53.9,-41,44,43.2,6.3,31.93,0.57,0.528,0.005,,32820,
23563,5,3,59.2,28,52,39.9,9.79,26.73,2.13,1.06,0.015,,282909,B+28 737
23575,5,4,6.2,0,38,55.3,8.6,20.83,1.22,0.741,0.019,,32564,B- 0 835
23577,5,4,10,85,15,33.6,9.19,9.34,0.91,0.48,0.029,,,B+84 87
23579,5,4,9.6,19,5,40.8,10.85,9.01,2.41,0.567,0.09,,,B+18 775
23593,5,4,22.3,-10,8,56.3,9.69,19.67,1.54,0.798,0.002,,32646,B-10 1085
23597,5,4,26.5,12,9,54.2,10.53,8.06,2.14,0.574,0.081,,240530,B+11 710
23627,5,4,47.5,-11,41,54.6,7.2,23.59,0.89,0.618,0.008,,32724,B-11 1054
23628,5,4,48.5,-31,35,17.1,9.51,5.69,1.29,0.833,0.031,,32856,
23644,5,4,54.5,-40,34,14,8.36,14.96,1.61,0.695,0.014,05049-4034,32946,
23655,5,5,2.2,43,18,47.9,9.51,16.1,1.86,0.61,0.04,,277320,B+43 1179
23658,5,5,4,58,19,11.9,9.86,5.58,1.5,0.435,0.045,,237349,B+58 803
23676,5,5,21.9,-44,57,47.3,9.28,8.64,1.01,0.793,0.03,,33050,
23678,5,5,22.9,-51,26,2,8.67,12.85,0.68,0.64,0.015,,33132,
23686,5,5,27.8,-33,48,44.7,9.71,21.18,1.66,0.991,0.15,05055-3349,32969,
23694,5,5,30.7,52,48,37.4,10.02,21.85,2.06,1.04,0.02,,,
23703,5,5,42.1,30,40,9.8,9.38,7.23,1.33,0.417,0.035,,282860,B+30 779
23704,5,5,43,-9,25,49.7,8.24,10.28,1.26,0.492,0.013,,32842,B- 9 1074
23708,5,5,47.4,-57,33,14.8,8.98,86.76,0.89,1.386,0.012,,,
23709,5,5,49.2,35,50,45.9,7.31,16.8,0.88,0.453,0.011,05058+3551,32574,B+35 972
23719,5,5,57.4,-73,35,40,8.25,15.73,0.68,0.592,0.004,,33876,
23742,5,6,11.3,-62,47,25.1,7.72,16.73,0.59,0.491,0.015,,33476,
23764,5,6,29.7,40,36,51.1,8.4,8.43,1.01,0.533,0.015,,32631,B+40 1171
23765,5,6,29.8,35,33,45.1,7.79,12.44,1.08,0.705,0.015,,32673,B+35 976
23772,5,6,33.7,26,29,44.1,8.91,12,1.87,0.721,0.026,05066+2630,240622,B+26 785
23785,5,6,41.9,-50,56,29.2,8.39,9.46,0.72,0.467,0.013,,33305,
23789,5,6,43,14,5,6.3,7.3,16.9,1.25,0.559,0.015,05067+1405,32851,B+13 803
23797,5,6,47.2,34,32,7.8,7.7,13.16,1,0.427,0.012,,32733,B+34 948
23801,5,6,52.3,-41,9,21.8,9.21,8.82,0.9,0.603,0.022,,33227,
23802,5,6,55.3,-5,9,56,7.3,13.45,0.9,0.549,0.006,,32994,B- 5 1156
23806,5,6,59.9,-20,6,54.1,8.36,9.59,0.99,0.455,0.012,,33072,B-20 1013
23809,5,7,2.1,0,47,32.3,10.35,9.47,2.36,0.585,0.072,,289949,B- 0 845
23816,5,7,8.6,-17,17,58.3,7.04,19.54,0.87,0.506,0.008,,33081,B-17 1028
23831,5,7,24.8,-12,29,27.6,5.97,27.6,0.67,0.606,0.003,,33093,B-12 1076
23847,5,7,36.6,15,58,5.4,9.59,8.17,1.88,0.516,0.046,,32978,B+15 746
23851,5,7,38,-33,59,37.7,9.13,10.19,1.07,0.535,0.017,,33284,
23854,5,7,38.4,23,16,43.1,9.09,12.65,1.86,0.512,0.029,,240792,B+23 850
23857,5,7,39,-53,33,26.9,7.93,16.43,0.67,0.524,0.009,,33485,
23863,5,7,43.4,-59,29,1.5,8.75,9.52,0.88,0.548,0.02,,33615,
23869,5,7,47.5,69,31,44.3,8.61,23.54,1.19,0.785,0.014,,32280,B+69 297
23870,5,7,47.6,-46,45,37.1,9.59,11.6,1.02,0.662,0.002,,273460,
23876,5,7,51.6,-76,26,23.9,9.04,10.92,0.74,0.527,0.02,,34378,
23881,5,7,53.5,-46,16,11.7,8.67,10.53,0.76,0.608,0.016,,33425,
23884,5,7,55.8,26,19,41.2,7.6,28.38,1.08,0.664,0.003,,32963,B+26 789
23889,5,8,0.9,-26,47,50.5,8.05,11.51,0.9,0.641,0.009,,33283,
23890,5,8,1.3,-35,13,24.1,9.55,9.75,1.13,0.711,0.03,,33330,
23902,5,8,7,-21,28,16.6,8.58,8.69,1.16,0.493,0.011,,33258,B-21 1078
23913,5,8,16.2,52,22,3.3,9.07,19.6,1.4,0.71,0.015,,233081,B+52 923
23926,5,8,29.9,-41,12,51.7,6.75,17.4,0.95,0.662,0.006,05085-4113,33473,
23932,5,8,34.7,-18,10,7.1,10.28,107.3,2,1.52,0.013,,,
23938,5,8,39.2,13,57,59.2,8.92,10.06,1.28,0.627,0.022,,33108,B+13 813
23951,5,8,51.6,-12,54,58.4,7.89,9.76,1.55,0.642,0.015,05089-1255,33318,B-13 1075
23971,5,9,8.5,33,15,6.1,8.68,8.17,1.26,0.4,0.021,,33063,B+33 961
23984,5,9,19.9,-65,7,45.5,8.84,14.12,0.79,0.651,0.021,,33985,
23986,5,9,22.3,-54,14,29.4,8.74,11.86,0.76,0.534,0.017,,33762,
24008,5,9,39.7,-44,20,8.6,7.49,16.51,0.6,0.463,0.015,,33649,
24026,5,9,48.6,-67,52,6.5,10.08,6.95,1.12,0.588,0.053,,34143,
24039,5,10,2.6,-47,25,40.7,9.48,11.27,1.04,0.74,0.033,05100-4726,33761,
24065,5,10,14.4,30,34,30.1,7.76,16.15,1.29,0.539,0.015,,33269,B+30 803
